protein_a,protein_b,string_id_a,string_id_b,combined_score,nscore,fscore,pscore,ascore,escore,dscore,tscore
CSF3,LYN,9606.ENSP00000225474,9606.ENSP00000428924,0.636,0.0,0.0,0.0,0.0,0.0,0.5,0.302
SLC6A3,TAC1,9606.ENSP00000270349,9606.ENSP00000321106,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.636
COX6B1,PTGS1,9606.ENSP00000466818,9606.ENSP00000354612,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.636
MAPT,NPEPPS,9606.ENSP00000340820,9606.ENSP00000320324,0.636,0.0,0.0,0.0,0.056,0.319,0.0,0.48
CDK2,TYMS,9606.ENSP00000266970,9606.ENSP00000315644,0.636,0.0,0.0,0.0,0.358,0.0,0.0,0.457
IGF1,JUN,9606.ENSP00000376637,9606.ENSP00000360266,0.636,0.0,0.0,0.0,0.049,0.0,0.0,0.633
NR4A1,PPARG,9606.ENSP00000440864,9606.ENSP00000287820,0.636,0.0,0.0,0.0,0.0,0.342,0.0,0.47
CRYZ,TP53,9606.ENSP00000399805,9606.ENSP00000269305,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.636
BCL2,PGR,9606.ENSP00000381185,9606.ENSP00000325120,0.636,0.0,0.0,0.0,0.047,0.045,0.0,0.632
GRIN2A,KCND2,9606.ENSP00000332549,9606.ENSP00000333496,0.636,0.0,0.0,0.0,0.141,0.0,0.0,0.594
BDNF,SOX2,9606.ENSP00000414303,9606.ENSP00000323588,0.636,0.0,0.0,0.0,0.049,0.0,0.0,0.633
COMT,TPH1,9606.ENSP00000354511,9606.ENSP00000250018,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.636
FOXP3,HMOX1,9606.ENSP00000365380,9606.ENSP00000216117,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.636
HSPA4,MMP2,9606.ENSP00000302961,9606.ENSP00000219070,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.636
APOE,RXRA,9606.ENSP00000252486,9606.ENSP00000419692,0.636,0.0,0.0,0.0,0.043,0.0,0.5,0.301
AR,ERBB3,9606.ENSP00000363822,9606.ENSP00000267101,0.636,0.0,0.0,0.0,0.042,0.329,0.0,0.479
CHRNB2,GRIN2B,9606.ENSP00000357461,9606.ENSP00000477455,0.636,0.0,0.0,0.0,0.146,0.0,0.0,0.591
ATG12,TFEB,9606.ENSP00000425107,9606.ENSP00000351742,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.636
NFKBIA,XIAP,9606.ENSP00000216797,9606.ENSP00000360242,0.636,0.0,0.0,0.0,0.055,0.071,0.0,0.619
AGT,CX3CR1,9606.ENSP00000355627,9606.ENSP00000351059,0.636,0.0,0.0,0.0,0.06,0.0,0.5,0.289
CDK4,HDAC1,9606.ENSP00000257904,9606.ENSP00000362649,0.636,0.0,0.0,0.0,0.108,0.246,0.0,0.502
AIFM1,CYCS,9606.ENSP00000287295,9606.ENSP00000307786,0.636,0.042,0.0,0.0,0.062,0.128,0.0,0.59
BACE1,CALM3,9606.ENSP00000318585,9606.ENSP00000291295,0.636,0.0,0.0,0.0,0.086,0.046,0.0,0.616
GSK3B,IL1B,9606.ENSP00000324806,9606.ENSP00000263341,0.636,0.0,0.0,0.0,0.042,0.0,0.0,0.636
KLK1,NGF,9606.ENSP00000301420,9606.ENSP00000358525,0.636,0.0,0.0,0.0,0.0,0.406,0.0,0.412
ACTB,CALM3,9606.ENSP00000494750,9606.ENSP00000291295,0.636,0.0,0.0,0.0,0.087,0.146,0.0,0.571
CANX,SLC6A4,9606.ENSP00000247461,9606.ENSP00000261707,0.636,0.0,0.0,0.0,0.0,0.292,0.0,0.507
ACTB,JAK2,9606.ENSP00000494750,9606.ENSP00000371067,0.636,0.0,0.0,0.0,0.073,0.07,0.0,0.612
CASP9,FOS,9606.ENSP00000330237,9606.ENSP00000306245,0.636,0.0,0.0,0.0,0.054,0.0,0.0,0.631
LTF,PTX3,9606.ENSP00000231751,9606.ENSP00000295927,0.636,0.0,0.0,0.0,0.082,0.0,0.0,0.62
BDNF,GRM5,9606.ENSP00000414303,9606.ENSP00000306138,0.636,0.0,0.0,0.0,0.043,0.0,0.0,0.635
FGF2,SPP1,9606.ENSP00000264498,9606.ENSP00000378517,0.636,0.0,0.0,0.0,0.042,0.0,0.0,0.636
NCF1,TNF,9606.ENSP00000289473,9606.ENSP00000398698,0.636,0.0,0.0,0.0,0.158,0.0,0.0,0.585
MAPK1,TRAF6,9606.ENSP00000215832,9606.ENSP00000433623,0.636,0.0,0.0,0.0,0.105,0.0,0.0,0.609
PGRMC1,POR,9606.ENSP00000217971,9606.ENSP00000419970,0.636,0.0,0.0,0.0,0.049,0.46,0.0,0.347
SLCO1B1,UGT1A3,9606.ENSP00000256958,9606.ENSP00000418532,0.636,0.0,0.0,0.0,0.108,0.0,0.0,0.609
PTEN,TOP2A,9606.ENSP00000361021,9606.ENSP00000411532,0.636,0.0,0.0,0.0,0.078,0.0,0.0,0.621
LRP5,SRC,9606.ENSP00000294304,9606.ENSP00000362680,0.636,0.0,0.0,0.0,0.075,0.0,0.0,0.622
ABCG2,CYP1A2,9606.ENSP00000498246,9606.ENSP00000342007,0.636,0.0,0.0,0.0,0.067,0.066,0.0,0.616
CMA1,IL1B,9606.ENSP00000250378,9606.ENSP00000263341,0.636,0.0,0.0,0.0,0.0,0.292,0.0,0.507
CCL22,MRC1,9606.ENSP00000219235,9606.ENSP00000455897,0.636,0.0,0.0,0.0,0.065,0.0,0.0,0.627
EGFR,XIAP,9606.ENSP00000275493,9606.ENSP00000360242,0.636,0.0,0.0,0.0,0.049,0.244,0.0,0.534
EGF,FOXO1,9606.ENSP00000265171,9606.ENSP00000368880,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.636
ESR1,HDAC5,9606.ENSP00000405330,9606.ENSP00000225983,0.636,0.0,0.0,0.0,0.046,0.294,0.0,0.503
CDT1,CRBN,9606.ENSP00000301019,9606.ENSP00000231948,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.636
CYP2A6,CYP2C8,9606.ENSP00000301141,9606.ENSP00000360317,0.636,0.0,0.0,0.069,0.255,0.066,0.108,0.467
ICAM1,PPARG,9606.ENSP00000264832,9606.ENSP00000287820,0.636,0.0,0.0,0.0,0.106,0.0,0.0,0.609
MCL1,TNF,9606.ENSP00000358022,9606.ENSP00000398698,0.636,0.0,0.0,0.0,0.122,0.076,0.0,0.587
PDE4A,PDE5A,9606.ENSP00000370078,9606.ENSP00000347046,0.636,0.0,0.0,0.0,0.0,0.071,0.0,0.624
HCN4,KCNJ5,9606.ENSP00000261917,9606.ENSP00000433295,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.636
EDN1,PDE5A,9606.ENSP00000368683,9606.ENSP00000347046,0.636,0.0,0.0,0.0,0.06,0.0,0.0,0.628
BDNF,DNMT1,9606.ENSP00000414303,9606.ENSP00000352516,0.636,0.0,0.0,0.0,0.0,0.226,0.0,0.549
CPS1,CRMP1,9606.ENSP00000402608,9606.ENSP00000321606,0.636,0.059,0.0,0.0,0.402,0.071,0.281,0.18
ACTB,ARF6,9606.ENSP00000494750,9606.ENSP00000298316,0.636,0.0,0.0,0.0,0.093,0.07,0.0,0.603
ALDH1A2,RARG,9606.ENSP00000249750,9606.ENSP00000388510,0.636,0.0,0.0,0.0,0.055,0.067,0.0,0.62
MAP1LC3B,TBK1,9606.ENSP00000498476,9606.ENSP00000329967,0.636,0.0,0.0,0.0,0.06,0.341,0.0,0.459
SNCA,TUBA1B,9606.ENSP00000500990,9606.ENSP00000336799,0.636,0.0,0.0,0.0,0.061,0.578,0.0,0.154
MYC,SMAD7,9606.ENSP00000478887,9606.ENSP00000262158,0.636,0.0,0.0,0.0,0.0,0.292,0.0,0.507
BIRC5,CASP6,9606.ENSP00000301633,9606.ENSP00000265164,0.636,0.0,0.0,0.0,0.141,0.184,0.0,0.522
FGF2,PTPN11,9606.ENSP00000264498,9606.ENSP00000489597,0.636,0.0,0.0,0.0,0.055,0.071,0.4,0.39
C3,LYZ,9606.ENSP00000245907,9606.ENSP00000261267,0.636,0.0,0.0,0.0,0.115,0.0,0.0,0.605
CTNNB1,FGFR2,9606.ENSP00000495360,9606.ENSP00000410294,0.636,0.0,0.0,0.0,0.057,0.0,0.0,0.629
IL1B,RIPK1,9606.ENSP00000263341,9606.ENSP00000259808,0.636,0.0,0.0,0.0,0.061,0.095,0.0,0.606
ABCC8,ATP1A4,9606.ENSP00000494321,9606.ENSP00000357060,0.635,0.0,0.0,0.0,0.072,0.078,0.54,0.182
CACNA1D,HCN4,9606.ENSP00000288139,9606.ENSP00000261917,0.635,0.0,0.0,0.0,0.055,0.058,0.0,0.623
HDAC5,JUN,9606.ENSP00000225983,9606.ENSP00000360266,0.635,0.0,0.0,0.0,0.0,0.072,0.5,0.276
GRIA1,SLC1A3,9606.ENSP00000428994,9606.ENSP00000265113,0.635,0.0,0.0,0.0,0.159,0.0,0.0,0.583
CYP7B1,SLC10A1,9606.ENSP00000310721,9606.ENSP00000216540,0.635,0.0,0.0,0.0,0.061,0.0,0.0,0.626
CHRNA2,CHRNA5,9606.ENSP00000385026,9606.ENSP00000299565,0.635,0.0,0.0,0.071,0.055,0.156,0.54,0.096
HIF1A,VEGFC,9606.ENSP00000437955,9606.ENSP00000480043,0.635,0.0,0.0,0.0,0.077,0.0,0.0,0.62
SLC2A1,TG,9606.ENSP00000416293,9606.ENSP00000220616,0.635,0.0,0.0,0.0,0.068,0.0,0.0,0.624
CTTN,HDAC8,9606.ENSP00000365745,9606.ENSP00000362674,0.635,0.0,0.0,0.0,0.055,0.094,0.0,0.608
ACSL4,SCD,9606.ENSP00000339787,9606.ENSP00000359380,0.635,0.0,0.002,0.0,0.135,0.107,0.0,0.565
FGB,MAP2K1,9606.ENSP00000306099,9606.ENSP00000302486,0.635,0.0,0.0,0.0,0.0,0.194,0.5,0.167
CASP3,ICAM1,9606.ENSP00000311032,9606.ENSP00000264832,0.635,0.0,0.0,0.0,0.057,0.0,0.0,0.629
JAK2,MCL1,9606.ENSP00000371067,9606.ENSP00000358022,0.635,0.0,0.0,0.0,0.134,0.0,0.0,0.596
CALML3,GCG,9606.ENSP00000315299,9606.ENSP00000387662,0.635,0.0,0.0,0.0,0.0,0.078,0.0,0.621
TRPC5,TXN,9606.ENSP00000262839,9606.ENSP00000363641,0.635,0.0,0.0,0.0,0.045,0.0,0.0,0.634
FOXO3,PIM1,9606.ENSP00000339527,9606.ENSP00000362608,0.635,0.0,0.0,0.0,0.128,0.314,0.4,0.105
CACNB2,SCN2B,9606.ENSP00000320025,9606.ENSP00000278947,0.635,0.0,0.0,0.0,0.145,0.0,0.0,0.591
RHOA,VIM,9606.ENSP00000400175,9606.ENSP00000446007,0.635,0.0,0.0,0.0,0.186,0.0,0.0,0.57
LTF,SLC11A1,9606.ENSP00000231751,9606.ENSP00000233202,0.635,0.0,0.0,0.0,0.06,0.0,0.0,0.628
ABL1,MAPK14,9606.ENSP00000361423,9606.ENSP00000229795,0.635,0.0,0.0,0.0,0.09,0.11,0.5,0.205
CASP1,IL17A,9606.ENSP00000433138,9606.ENSP00000497968,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.635
KDM1A,NR1H3,9606.ENSP00000383042,9606.ENSP00000477707,0.635,0.0,0.0,0.0,0.0,0.301,0.5,0.041
NOS3,PAPSS1,9606.ENSP00000297494,9606.ENSP00000265174,0.635,0.079,0.0,0.0,0.556,0.0,0.0,0.181
BCL2,SNAI1,9606.ENSP00000381185,9606.ENSP00000244050,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.635
APP,CD36,9606.ENSP00000284981,9606.ENSP00000415743,0.635,0.0,0.0,0.0,0.042,0.077,0.0,0.621
ACHE,NGF,9606.ENSP00000303211,9606.ENSP00000358525,0.635,0.0,0.0,0.0,0.044,0.0,0.0,0.634
ARRB2,OPRD1,9606.ENSP00000403701,9606.ENSP00000234961,0.635,0.0,0.0,0.0,0.051,0.341,0.0,0.463
ANXA5,CDK1,9606.ENSP00000296511,9606.ENSP00000378699,0.635,0.0,0.0,0.0,0.087,0.0,0.0,0.616
NOS1,PAPSS1,9606.ENSP00000477999,9606.ENSP00000265174,0.635,0.079,0.0,0.0,0.556,0.0,0.0,0.181
SMAD7,SNAI1,9606.ENSP00000262158,9606.ENSP00000244050,0.635,0.0,0.0,0.0,0.162,0.066,0.0,0.571
ANXA5,SOX2,9606.ENSP00000296511,9606.ENSP00000323588,0.635,0.0,0.0,0.0,0.0,0.292,0.0,0.506
ANXA5,APAF1,9606.ENSP00000296511,9606.ENSP00000448165,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.635
NOS2,PAPSS1,9606.ENSP00000327251,9606.ENSP00000265174,0.635,0.079,0.0,0.0,0.556,0.0,0.0,0.181
NOS3,PAPSS2,9606.ENSP00000297494,9606.ENSP00000406157,0.635,0.079,0.0,0.0,0.556,0.0,0.0,0.181
IL10,NR3C1,9606.ENSP00000412237,9606.ENSP00000231509,0.635,0.0,0.0,0.0,0.0,0.292,0.0,0.505
GAS6,IGF1R,9606.ENSP00000331831,9606.ENSP00000497069,0.635,0.0,0.0,0.0,0.042,0.098,0.0,0.612
CDK4,STAT1,9606.ENSP00000257904,9606.ENSP00000354394,0.635,0.0,0.0,0.0,0.064,0.093,0.0,0.605
CEBPA,HDAC3,9606.ENSP00000427514,9606.ENSP00000302967,0.635,0.0,0.0,0.0,0.048,0.094,0.5,0.254
NOS2,PAPSS2,9606.ENSP00000327251,9606.ENSP00000406157,0.635,0.079,0.0,0.0,0.556,0.0,0.0,0.181
HSP90AB1,KRAS,9606.ENSP00000360609,9606.ENSP00000256078,0.635,0.042,0.0,0.0,0.055,0.207,0.0,0.551
PPARA,TFAM,9606.ENSP00000385523,9606.ENSP00000420588,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.635
ADK,IMPDH2,9606.ENSP00000443965,9606.ENSP00000321584,0.635,0.0,0.0,0.0,0.076,0.0,0.0,0.621
MYC,XIAP,9606.ENSP00000478887,9606.ENSP00000360242,0.635,0.0,0.0,0.0,0.05,0.051,0.0,0.628
PPARG,VCAM1,9606.ENSP00000287820,9606.ENSP00000294728,0.635,0.0,0.0,0.0,0.042,0.0,0.0,0.635
CCL3,MYD88,9606.ENSP00000477908,9606.ENSP00000498321,0.635,0.0,0.0,0.0,0.125,0.0,0.0,0.6
AKT2,STAT5A,9606.ENSP00000375892,9606.ENSP00000341208,0.635,0.0,0.0,0.0,0.104,0.096,0.0,0.586
EIF2A,EIF4E,9606.ENSP00000417229,9606.ENSP00000425561,0.635,0.0,0.0,0.0,0.117,0.079,0.0,0.587
PTEN,TJP1,9606.ENSP00000361021,9606.ENSP00000348416,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.635
RARB,RBP2,9606.ENSP00000332296,9606.ENSP00000232217,0.635,0.0,0.0,0.0,0.0,0.05,0.0,0.632
HNF4A,NFKB1,9606.ENSP00000312987,9606.ENSP00000226574,0.635,0.0,0.0,0.0,0.0,0.045,0.0,0.634
IL6,NOX4,9606.ENSP00000385675,9606.ENSP00000263317,0.635,0.0,0.0,0.0,0.065,0.0,0.0,0.625
CCNB1,RRM1,9606.ENSP00000256442,9606.ENSP00000300738,0.635,0.0,0.0,0.0,0.451,0.0,0.0,0.362
CALCR,GCG,9606.ENSP00000352561,9606.ENSP00000387662,0.635,0.0,0.0,0.0,0.047,0.0,0.0,0.632
LGALS3,SRC,9606.ENSP00000254301,9606.ENSP00000362680,0.635,0.0,0.0,0.0,0.103,0.0,0.0,0.61
MYC,SIRT2,9606.ENSP00000478887,9606.ENSP00000249396,0.635,0.0,0.0,0.0,0.0,0.292,0.0,0.506
NOS1,PAPSS2,9606.ENSP00000477999,9606.ENSP00000406157,0.635,0.079,0.0,0.0,0.556,0.0,0.0,0.181
CCN2,CTNNB1,9606.ENSP00000356954,9606.ENSP00000495360,0.635,0.0,0.0,0.0,0.062,0.0,0.0,0.627
HSPA5,PARK7,9606.ENSP00000324173,9606.ENSP00000340278,0.635,0.057,0.0,0.0,0.076,0.354,0.0,0.429
ATM,IKBKB,9606.ENSP00000278616,9606.ENSP00000430684,0.635,0.0,0.0,0.0,0.138,0.292,0.0,0.451
ATG12,RIPK1,9606.ENSP00000425107,9606.ENSP00000259808,0.635,0.0,0.0,0.0,0.058,0.0,0.0,0.629
BIRC5,ESR1,9606.ENSP00000301633,9606.ENSP00000405330,0.635,0.0,0.0,0.0,0.044,0.045,0.0,0.633
CACNA1H,SCNN1A,9606.ENSP00000334198,9606.ENSP00000353292,0.635,0.0,0.0,0.0,0.054,0.0,0.54,0.228
CSK,MAP2K1,9606.ENSP00000220003,9606.ENSP00000302486,0.635,0.0,0.0,0.0,0.079,0.161,0.5,0.167
CACNA1C,KCNN4,9606.ENSP00000266376,9606.ENSP00000496939,0.635,0.0,0.0,0.0,0.086,0.0,0.0,0.617
SIRT1,STAT1,9606.ENSP00000212015,9606.ENSP00000354394,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.635
ERBB2,SHH,9606.ENSP00000269571,9606.ENSP00000297261,0.635,0.0,0.0,0.0,0.0,0.071,0.0,0.623
PPP2CB,SRC,9606.ENSP00000221138,9606.ENSP00000362680,0.635,0.0,0.0,0.0,0.06,0.204,0.5,0.139
ERBB2,TGFB1,9606.ENSP00000269571,9606.ENSP00000221930,0.635,0.0,0.0,0.0,0.0,0.153,0.0,0.587
NR1I3,SLCO1B1,9606.ENSP00000356959,9606.ENSP00000256958,0.635,0.0,0.0,0.0,0.142,0.0,0.0,0.592
MAPK1,MDM2,9606.ENSP00000215832,9606.ENSP00000258149,0.635,0.0,0.0,0.0,0.049,0.05,0.0,0.629
CCL2,MAPK14,9606.ENSP00000225831,9606.ENSP00000229795,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.635
CALML5,GCG,9606.ENSP00000369689,9606.ENSP00000387662,0.635,0.0,0.0,0.0,0.0,0.078,0.0,0.621
COL7A1,CYC1,9606.ENSP00000332371,9606.ENSP00000317159,0.635,0.0,0.0,0.0,0.049,0.14,0.0,0.59
CACNB2,CALM2,9606.ENSP00000320025,9606.ENSP00000499797,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.635
PKD2,TRPM4,9606.ENSP00000237596,9606.ENSP00000252826,0.635,0.0,0.0,0.0,0.047,0.0,0.0,0.633
CSF3,SPI1,9606.ENSP00000225474,9606.ENSP00000227163,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.635
GABRB2,GABRP,9606.ENSP00000274547,9606.ENSP00000430100,0.635,0.0,0.0,0.067,0.043,0.0,0.54,0.217
CDK4,TOP1,9606.ENSP00000257904,9606.ENSP00000354522,0.635,0.0,0.0,0.0,0.049,0.165,0.0,0.577
CANX,HSPA1B,9606.ENSP00000247461,9606.ENSP00000364801,0.635,0.0,0.0,0.0,0.107,0.125,0.0,0.571
PPARA,TLR4,9606.ENSP00000385523,9606.ENSP00000363089,0.634,0.0,0.0,0.0,0.088,0.066,0.0,0.605
CCN2,ZEB1,9606.ENSP00000356954,9606.ENSP00000354487,0.634,0.0,0.0,0.0,0.059,0.0,0.0,0.628
ACACA,ELOVL5,9606.ENSP00000483300,9606.ENSP00000359956,0.634,0.0,0.0,0.0,0.056,0.0,0.0,0.628
ANPEP,CXCL8,9606.ENSP00000300060,9606.ENSP00000306512,0.634,0.0,0.0,0.0,0.11,0.0,0.0,0.606
IL6,KLF4,9606.ENSP00000385675,9606.ENSP00000363804,0.634,0.0,0.0,0.0,0.1,0.0,0.0,0.61
APP,CXCL8,9606.ENSP00000284981,9606.ENSP00000306512,0.634,0.0,0.0,0.0,0.042,0.0,0.0,0.634
HSP90AA1,NFKB1,9606.ENSP00000335153,9606.ENSP00000226574,0.634,0.0,0.0,0.0,0.12,0.088,0.0,0.58
ATF3,NFKB1,9606.ENSP00000344352,9606.ENSP00000226574,0.634,0.0,0.0,0.0,0.072,0.065,0.0,0.612
IL17A,INS,9606.ENSP00000497968,9606.ENSP00000380432,0.634,0.0,0.0,0.0,0.134,0.0,0.0,0.595
DLG2,GRIN2D,9606.ENSP00000365272,9606.ENSP00000263269,0.634,0.0,0.0,0.0,0.0,0.101,0.4,0.376
JUN,SOCS3,9606.ENSP00000360266,9606.ENSP00000330341,0.634,0.0,0.0,0.0,0.226,0.0,0.0,0.547
CACNB1,SCN1A,9606.ENSP00000377840,9606.ENSP00000303540,0.634,0.0,0.0,0.0,0.067,0.291,0.0,0.49
JAK2,MYC,9606.ENSP00000371067,9606.ENSP00000478887,0.634,0.0,0.0,0.0,0.065,0.045,0.0,0.624
BCL2,FGF2,9606.ENSP00000381185,9606.ENSP00000264498,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.634
CD40,STAT3,9606.ENSP00000361359,9606.ENSP00000264657,0.634,0.0,0.0,0.0,0.101,0.0,0.0,0.61
CASP8,STAT3,9606.ENSP00000351273,9606.ENSP00000264657,0.634,0.0,0.0,0.0,0.077,0.0,0.0,0.619
ACTB,XBP1,9606.ENSP00000494750,9606.ENSP00000216037,0.634,0.0,0.0,0.0,0.047,0.0,0.0,0.632
FOS,XBP1,9606.ENSP00000306245,9606.ENSP00000216037,0.634,0.0,0.0,0.0,0.115,0.333,0.0,0.43
CD40,TGFB1,9606.ENSP00000361359,9606.ENSP00000221930,0.634,0.0,0.0,0.0,0.145,0.0,0.0,0.59
BMI1,CDH1,9606.ENSP00000365851,9606.ENSP00000261769,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.634
ATF3,ATF7,9606.ENSP00000344352,9606.ENSP00000399465,0.634,0.0,0.0,0.0,0.0,0.369,0.0,0.444
GABRA1,GRIA1,9606.ENSP00000393097,9606.ENSP00000428994,0.634,0.0,0.0,0.0,0.201,0.0,0.0,0.56
CASP9,TNFRSF1A,9606.ENSP00000330237,9606.ENSP00000162749,0.634,0.0,0.0,0.0,0.045,0.0,0.0,0.633
CHRNA5,CHRNA7,9606.ENSP00000299565,9606.ENSP00000407546,0.634,0.0,0.0,0.09,0.093,0.091,0.54,0.103
BMP2,PTH,9606.ENSP00000368104,9606.ENSP00000433208,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.634
HAS2,PTGER4,9606.ENSP00000306991,9606.ENSP00000302846,0.634,0.0,0.0,0.0,0.049,0.0,0.0,0.631
HMGB1,VWF,9606.ENSP00000345347,9606.ENSP00000261405,0.634,0.0,0.0,0.0,0.068,0.0,0.0,0.624
LALBA,PRL,9606.ENSP00000301046,9606.ENSP00000302150,0.634,0.0,0.0,0.0,0.043,0.0,0.0,0.633
RUNX2,SPI1,9606.ENSP00000360493,9606.ENSP00000227163,0.634,0.0,0.0,0.0,0.065,0.0,0.0,0.624
CDKN1B,MAPK3,9606.ENSP00000228872,9606.ENSP00000263025,0.634,0.0,0.0,0.0,0.121,0.0,0.0,0.601
ACSL1,FABP3,9606.ENSP00000422607,9606.ENSP00000362817,0.634,0.0,0.0,0.0,0.055,0.0,0.0,0.629
ALB,PLAT,9606.ENSP00000295897,9606.ENSP00000220809,0.634,0.0,0.0,0.0,0.059,0.052,0.0,0.622
ANO1,ITPR3,9606.ENSP00000347454,9606.ENSP00000363435,0.634,0.0,0.0,0.0,0.048,0.0,0.0,0.632
TBK1,TLR2,9606.ENSP00000329967,9606.ENSP00000260010,0.634,0.0,0.0,0.0,0.111,0.1,0.0,0.58
CEBPB,CLEC4E,9606.ENSP00000305422,9606.ENSP00000299663,0.634,0.0,0.0,0.0,0.078,0.0,0.0,0.62
TFAM,UQCRC1,9606.ENSP00000420588,9606.ENSP00000203407,0.634,0.0,0.0,0.0,0.079,0.382,0.0,0.408
ALB,CASP9,9606.ENSP00000295897,9606.ENSP00000330237,0.634,0.0,0.0,0.0,0.045,0.0,0.0,0.633
CREB1,FOXO3,9606.ENSP00000387699,9606.ENSP00000339527,0.634,0.0,0.0,0.0,0.155,0.094,0.0,0.561
FOXM1,PLK4,9606.ENSP00000342307,9606.ENSP00000270861,0.634,0.0,0.0,0.0,0.476,0.06,0.0,0.316
HDAC1,HDAC10,9606.ENSP00000362649,9606.ENSP00000216271,0.634,0.0,0.0,0.204,0.049,0.288,0.0,0.401
GSK3B,PDE4B,9606.ENSP00000324806,9606.ENSP00000342637,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.634
AGT,HIF1A,9606.ENSP00000355627,9606.ENSP00000437955,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.634
CCK,TGFB1,9606.ENSP00000379472,9606.ENSP00000221930,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.634
PLAU,PROC,9606.ENSP00000361850,9606.ENSP00000234071,0.634,0.0,0.0,0.194,0.0,0.0,0.54,0.093
GSK3B,PPARG,9606.ENSP00000324806,9606.ENSP00000287820,0.634,0.0,0.0,0.0,0.0,0.071,0.0,0.622
PARK7,SLC6A3,9606.ENSP00000340278,9606.ENSP00000270349,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.634
MMP2,MYC,9606.ENSP00000219070,9606.ENSP00000478887,0.634,0.0,0.0,0.0,0.074,0.0,0.0,0.621
ACTB,IL2,9606.ENSP00000494750,9606.ENSP00000226730,0.634,0.0,0.0,0.0,0.049,0.0,0.0,0.631
CCNB1,HIF1A,9606.ENSP00000256442,9606.ENSP00000437955,0.634,0.0,0.0,0.0,0.056,0.0,0.0,0.629
STAT5A,TLR2,9606.ENSP00000341208,9606.ENSP00000260010,0.634,0.0,0.0,0.0,0.138,0.362,0.0,0.387
HGF,IDO1,9606.ENSP00000222390,9606.ENSP00000430950,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.634
APOE,COMT,9606.ENSP00000252486,9606.ENSP00000354511,0.634,0.0,0.0,0.0,0.076,0.0,0.0,0.62
MTOR,SLC2A1,9606.ENSP00000354558,9606.ENSP00000416293,0.634,0.0,0.0,0.0,0.042,0.074,0.0,0.621
IL10,PPARA,9606.ENSP00000412237,9606.ENSP00000385523,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.634
CD40,OLR1,9606.ENSP00000361359,9606.ENSP00000309124,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.634
ACHE,AMY1B,9606.ENSP00000303211,9606.ENSP00000330484,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.634
CALM3,GCG,9606.ENSP00000291295,9606.ENSP00000387662,0.634,0.0,0.0,0.0,0.0,0.078,0.0,0.62
GSK3B,TGFB1,9606.ENSP00000324806,9606.ENSP00000221930,0.634,0.0,0.0,0.0,0.042,0.126,0.0,0.598
GAS6,SRC,9606.ENSP00000331831,9606.ENSP00000362680,0.634,0.0,0.0,0.0,0.074,0.098,0.0,0.598
CALML3,FOS,9606.ENSP00000315299,9606.ENSP00000306245,0.634,0.0,0.0,0.0,0.0,0.098,0.0,0.611
SOCS3,TGFB1,9606.ENSP00000330341,9606.ENSP00000221930,0.634,0.0,0.0,0.0,0.078,0.0,0.0,0.619
BIRC5,YAP1,9606.ENSP00000301633,9606.ENSP00000478927,0.634,0.0,0.0,0.0,0.0,0.328,0.0,0.478
CAV1,IL1B,9606.ENSP00000339191,9606.ENSP00000263341,0.633,0.0,0.0,0.0,0.0,0.0,0.0,0.633
SNCA,TRAF6,9606.ENSP00000500990,9606.ENSP00000433623,0.633,0.0,0.0,0.0,0.087,0.51,0.0,0.246
AXL,JUN,9606.ENSP00000301178,9606.ENSP00000360266,0.633,0.0,0.0,0.0,0.054,0.095,0.0,0.606
GABRB2,NRXN1,9606.ENSP00000274547,9606.ENSP00000385142,0.633,0.0,0.0,0.0,0.227,0.0,0.0,0.544
